sample_id,relative_path,split,x_start,x_end,y_start,y_end,z_start,z_end,susceptibility_si,tmi_min_nt,tmi_max_nt
sample_000951,samples/sample_000951.npz,train,19,31,10,16,12,16,0.09755933629914817,-4.027393537103904,53.91255795239501
sample_000952,samples/sample_000952.npz,train,16,32,9,18,2,8,0.05637107329002586,-84.52993919261174,519.9279436790255
sample_000953,samples/sample_000953.npz,train,17,22,20,32,12,18,0.08681565168781837,-3.633241966784851,52.30787553040111
sample_000954,samples/sample_000954.npz,train,26,39,28,41,14,22,0.020771124837858618,-1.9516625934340412,26.63625669501944
sample_000955,samples/sample_000955.npz,train,39,51,13,20,15,19,0.06916663890034365,-1.938798265053066,26.734677549839176
sample_000956,samples/sample_000956.npz,train,36,45,27,39,3,7,0.08737462440608437,-58.011694387058625,500.6987338594108
sample_000957,samples/sample_000957.npz,train,34,42,28,40,3,6,0.008183249005385147,-4.387430093832876,37.716763849899
sample_000958,samples/sample_000958.npz,train,24,32,17,31,7,14,0.008011040863477786,-1.8121759930177517,23.05805254636981
sample_000959,samples/sample_000959.npz,train,35,50,33,49,15,23,0.06091705724598773,-6.760115048835116,89.07838494253775
sample_000960,samples/sample_000960.npz,train,10,23,19,34,12,14,0.04067080728254539,-2.414294433982539,28.737720676457716
sample_000961,samples/sample_000961.npz,train,41,45,35,47,9,15,0.07117092513810971,-4.35436255076052,61.88324804891342
sample_000962,samples/sample_000962.npz,train,30,46,32,43,7,10,0.04870643274919305,-11.60763947503956,108.22088532210651
sample_000963,samples/sample_000963.npz,train,10,20,36,51,2,8,0.00890729120027283,-11.68489733858778,84.76716036619652
sample_000964,samples/sample_000964.npz,train,22,27,40,49,14,21,0.06198390047950219,-1.5375249500958375,23.023849136037352
sample_000965,samples/sample_000965.npz,train,40,49,37,49,8,11,0.09233467564767804,-10.788518589041434,130.17300088045886
sample_000966,samples/sample_000966.npz,train,26,36,26,40,4,12,0.09011992923157827,-58.010752870772066,609.1059298245393
sample_000967,samples/sample_000967.npz,train,29,40,32,45,16,22,0.008349306075438448,-0.42564523351620703,5.9178741122510745
sample_000968,samples/sample_000968.npz,train,14,29,22,31,7,15,0.0037136023103401038,-1.0979933924203342,12.7670685805435
sample_000969,samples/sample_000969.npz,train,39,43,17,26,14,19,0.0825913740558219,-1.3616048457586605,20.143949135074266
sample_000970,samples/sample_000970.npz,train,16,31,29,37,5,8,0.06868489962787817,-22.686997059755747,192.90620423350924
sample_000971,samples/sample_000971.npz,train,24,39,37,42,13,18,0.09604309357562132,-3.901320934558914,51.07263181092038
sample_000972,samples/sample_000972.npz,train,45,50,40,52,12,14,0.06574228133376975,-1.3069043670791665,18.00410797755434
sample_000973,samples/sample_000973.npz,train,50,55,34,48,10,14,0.08023116492152635,-4.488804751685938,60.27730401785334
sample_000974,samples/sample_000974.npz,train,34,38,20,34,16,20,0.03818729849916411,-0.58625395914879,8.378790187651752
sample_000975,samples/sample_000975.npz,train,41,56,32,37,7,12,0.012407880614135013,-1.875465733226298,20.86619611171101
sample_000976,samples/sample_000976.npz,train,37,49,21,31,4,6,0.004948293610598039,-1.8106660823470202,14.15752475776462
sample_000977,samples/sample_000977.npz,train,8,20,33,49,3,6,0.07690337187265064,-64.14276572794664,398.95637880003767
sample_000978,samples/sample_000978.npz,train,23,27,28,36,10,17,0.09733944872643588,-3.5991523563008148,54.689457245110326
sample_000979,samples/sample_000979.npz,train,10,26,35,49,8,15,0.084169842288322,-28.520576978447263,307.16405907992225
sample_000980,samples/sample_000980.npz,train,14,27,26,42,5,10,0.08807204788790014,-50.18828456068162,438.56880779278214
sample_000981,samples/sample_000981.npz,train,11,20,47,55,4,12,0.06792198561463701,-27.18533163931663,344.3043713437323
sample_000982,samples/sample_000982.npz,train,38,44,14,28,7,9,0.02291533719470679,-2.003780740855349,23.528702772077825
sample_000983,samples/sample_000983.npz,train,30,45,38,44,4,8,0.07730387186929082,-33.43918153205951,281.12291695517985
sample_000984,samples/sample_000984.npz,train,32,39,37,44,16,20,0.07290398001380483,-1.030004102766428,15.021798467897234
sample_000985,samples/sample_000985.npz,train,42,53,21,35,4,11,0.05746301875459716,-39.44858878039642,381.6556265415447
sample_000986,samples/sample_000986.npz,train,45,50,41,52,12,15,0.025846805128410397,-0.6517425826766889,9.134896809409515
sample_000987,samples/sample_000987.npz,train,26,30,29,40,14,19,0.027466940653842906,-0.5437445298728719,7.942721540500987
sample_000988,samples/sample_000988.npz,train,30,42,22,36,11,18,0.09835975837408073,-14.136519895834661,183.19230164523648
sample_000989,samples/sample_000989.npz,train,39,44,34,44,5,11,0.07138556975955317,-13.554720251663085,183.6158076177268
sample_000990,samples/sample_000990.npz,train,21,32,12,22,15,18,0.09632523914092249,-2.808163719320598,38.25523196910111
sample_000991,samples/sample_000991.npz,train,10,18,42,50,16,20,0.03341966615211377,-0.6115853436413315,8.815325228596391
sample_000992,samples/sample_000992.npz,train,36,43,15,28,2,10,0.051673782335126234,-47.8327505375147,482.889210280072
sample_000993,samples/sample_000993.npz,train,18,34,38,44,14,21,0.09489697341958246,-4.959795944584225,66.33980243560401
sample_000994,samples/sample_000994.npz,train,8,21,12,27,15,21,0.017843841822646523,-1.3999782771000355,18.602814998130125
sample_000995,samples/sample_000995.npz,train,29,45,45,55,5,7,0.09734953604209315,-30.92329802224938,229.16062220633808
sample_000996,samples/sample_000996.npz,train,30,45,29,40,2,4,0.04170902149200867,-46.347961498817234,197.49167871157857
sample_000997,samples/sample_000997.npz,train,51,56,40,52,11,18,0.01242749757637322,-0.672548102296263,9.764825040558108
sample_000998,samples/sample_000998.npz,train,18,29,31,45,15,18,0.02014676233984991,-0.7895332670394977,10.474871647587587
sample_000999,samples/sample_000999.npz,train,15,25,9,15,15,20,0.047856618927986,-1.1240891432275626,16.081287126173084
